,cus1,cus2,Match
1010,P752296,n501038,No Match
1011,P762712,n637907,No Match
1012,N138928,n580000,No Match
1013,P740117,n780000,No Match
1014,P733947,n250000,No Match
1015,P676342,n300000,No Match
1016,N145670,n250000,No Match
1017,P755499,p768561,No Match
1018,P710987,n150000,No Match
1019,P759958,p492047,No Match
1020,P757344,n250000,No Match
1021,P754388,p227543,No Match
1022,N080819,P720524,No Match
1023,P700624,n100000,No Match
1024,P721601,n299596,No Match
1025,P656227,n301046,No Match
1026,N106854,n160000,No Match
1027,P738477,p227384,No Match
1028,P765353,n800000,No Match
1029,P737396,n250000,No Match
1030,P720005,N807817,No Match
1031,N126910,n215500,No Match
1032,P738505,P720566,No Match
1033,P655064,n147590,No Match
1034,P735698,n367878,No Match
1035,N004384,n500000,No Match
1036,P762949,p534526,No Match
1037,P742272,n051040,No Match
1038,P768565,n850000,No Match
1039,P717372,n500000,No Match
1040,P722711,n504028,No Match
1041,P644086,n104000,No Match
1042,P712207,n468613,No Match
1043,P677003,nd77281,No Match
1044,P697406,n900000,No Match
1045,P770345,n250000,No Match
1046,N091662,n150000,No Match
1047,P667195,n250000,No Match
1048,N128609,P652355,No Match
1049,P728869,P721859,No Match
1050,P698512,n415664,No Match
1051,P729807,P739807,Match
1052,P750794,n600000,No Match
1053,P688160,n994309,No Match
1054,P728869,P720869,Match
1055,P739129,p073507,No Match
1056,P768565,n306981,No Match
1057,P654030,n476342,No Match
1058,P739580,P724937,No Match
1059,N139806,n303808,No Match
1060,N095577,P748268,No Match
1061,P714685,n250000,No Match
1062,N142871,n500000,No Match
1063,P653679,n500000,No Match
1064,P648455,p227536,No Match
1065,P707505,p900000,No Match
1066,N060199,n450000,No Match
1067,P768372,n700000,No Match
1068,N098833,n507330,No Match
1069,N067107,n206710,No Match
1070,P746589,nd22690,No Match
1071,P669264,n301690,No Match
1072,P702028,p250000,No Match
1073,P735629,P735169,No Match
1074,P737775,n688988,No Match
1075,N130358,n696064,No Match
1076,P719004,P718704,No Match
1077,P757537,n015137,No Match
1078,P771857,n961000,No Match
1079,P745555,n100000,No Match
1080,P757109,n438000,No Match
1081,P647563,n400000,No Match
1082,N135973,n827497,No Match
1083,P744402,n744402,Match
1084,P689988,n401712,No Match
1085,P645682,n800000,No Match
1086,P771079,n196000,No Match
1087,P706231,n025000,No Match
1088,P676292,n912180,No Match
1089,N039192,n737629,No Match
1090,P720269,n260000,No Match
1091,N142510,n300000,No Match
1092,N103114,n369120,No Match
1093,P745116,n334000,No Match
1094,P693233,p226932,No Match
1095,P693233,p226932,No Match
1096,898596196,898427997,No Match
1097,171559159,171459159,Match
1098,884481558,884481598,Match
1099,927785341,227625712,No Match
1100,816134669,227597650,No Match
1101,346455993,346475793,No Match
1102,968987484,686395824,No Match
1103,240255627,843480604,No Match
1104,859816184,447820950,No Match
1105,807817222,855465276,No Match
1106,835594724,747969263,No Match
1107,203707815,587218358,No Match
1108,814290510,237432726,No Match
1109,839966273,801509357,No Match
1110,772534934,483292228,No Match
1111,905336203,905736203,Match
1112,493112122,227588826,No Match
1113,184865112,226548031,No Match
1114,895000238,227841608,No Match
1115,564974839,703905957,No Match
1116,705095177,397939752,No Match
1117,760029498,500292396,No Match
1118,444557678,154500000,No Match
1119,780630344,469796034,No Match
1120,323515404,320351540,No Match
1121,310860209,431296576,No Match
1122,502245382,119410930,No Match
1123,148431173,226899002,No Match
1124,111534064,107649408,No Match
1125,947867010,227710796,No Match
1126,627980487,306094619,No Match
1127,784213484,226762927,No Match
1128,734406608,984116842,No Match
1129,113972690,227152867,No Match
1130,764079334,220988176,No Match
1131,753367357,757367357,Match
1132,803599229,226705069,No Match
1133,445358379,453058379,No Match
1134,715045883,374003740,No Match
1135,761185027,760185027,Match
1136,671464209,843684711,No Match
1137,890503968,211736218,No Match
1138,745246897,211506640,No Match
1139,439099454,439029945,No Match
1140,785188441,578409316,No Match
1141,407969400,912745785,No Match
1142,610621805,870497062,No Match
1143,776852611,522711820,No Match
1144,891970533,690245689,No Match
1145,772152765,227453320,No Match
1146,773538213,227446670,No Match
1147,438937735,686067089,No Match
1148,667283608,765303355,No Match
1149,892379059,423037152,No Match
1150,870686277,126787902,No Match
1151,860387409,227339726,No Match
1152,691951872,226777410,No Match
1153,869623607,226770038,No Match
1154,886299028,312342450,No Match
1155,810737247,226823591,No Match
1156,896724681,845898518,No Match
1157,729302334,227748116,No Match
1158,799778274,226454698,No Match
1159,426436693,226713827,No Match
1160,827360757,227646390,No Match
1161,852768711,928107657,No Match
1162,850426144,850492613,No Match
1163,745246897,921150664,No Match
1164,859818320,154587866,No Match
1165,447793374,207384841,No Match
1166,785420757,214142372,No Match
1167,816337682,212914834,No Match
1168,847222394,998880290,No Match
1169,697025706,757013055,No Match
1170,691084342,207368055,No Match
1171,830199474,414522227,No Match
1172,668238817,447156340,No Match
1173,693951374,227393726,No Match
1174,420149431,274625331,No Match
1175,406542974,896930414,No Match
1176,447934122,201196345,No Match
1177,859414916,368503701,No Match
1178,422177882,445603960,No Match
1179,782832254,227183532,No Match
1180,435712805,161216180,No Match
1181,433326134,259730578,No Match
1182,842367279,425909217,No Match
1183,693101409,853597049,No Match
1184,853732796,862095281,No Match
1185,759299666,440124245,No Match
1186,884371014,471103671,No Match
1187,444569879,884371041,No Match
1188,889745142,389659955,No Match
1189,689465605,210588032,No Match
1190,668653156,222715827,No Match
1191,785118988,209023132,No Match
1192,855577953,294398201,No Match
1193,791478234,888797527,No Match
1194,877797527,954695836,No Match
1195,700650706,770650706,Match
1196,659803458,209928896,No Match
1197,662571934,792419103,No Match
1198,724507525,227737466,No Match
1199,824555321,832291768,No Match
1200,434866087,680123591,No Match
1201,889501471,707477148,No Match
1202,795133698,179281867,No Match
1203,423746477,638201203,No Match
1204,755529321,214732639,No Match
1205,431281016,227395061,No Match
1206,861773512,831463938,No Match
1207,432691244,876598983,No Match
1208,433746681,471544719,No Match
1209,441942156,752112263,No Match
1210,868803040,688083040,No Match
1211,824043158,212294290,No Match
1212,756244117,227616218,No Match
1213,737925662,522769647,No Match
1214,433621029,831217217,No Match
1215,760690590,306096912,No Match
1216,443518068,166067504,No Match
1217,862233155,583909477,No Match
1218,713621541,757700874,No Match
1219,665886050,135367037,No Match
1220,727467290,440420602,No Match
1221,418635844,207344291,No Match
1222,405051006,227480238,No Match
1223,800747652,727689185,No Match
1224,747433266,226904771,No Match
1225,860520644,200271658,No Match
1226,720110061,913866238,No Match
1227,875450175,710429562,No Match
1228,803804974,315222150,No Match
1229,849191173,431484314,No Match
1230,837442318,524015240,No Match
1231,663252492,227048520,No Match
1232,412293193,390079955,No Match
1233,425395471,529900005,No Match
1234,756400263,545853797,No Match
1235,881506470,227453784,No Match
1236,853738733,210166590,No Match
1237,795624649,447288436,No Match
1238,899901540,520391929,No Match
1239,706713384,522774345,No Match
1240,400463634,298575938,No Match
1241,778236310,227341918,No Match
1242,705800523,772935057,No Match
1243,754216198,122667193,No Match
1244,789820264,465125380,No Match
1245,723170617,541385413,No Match
1246,406693203,740512370,No Match
1247,426615712,227712771,No Match
1248,729180613,508775522,No Match
1249,732796224,204982154,No Match
1250,853796079,898807475,No Match
1251,783363621,227013018,No Match
1252,608861105,730363524,No Match
1253,782592529,205493829,No Match
1254,744759391,774759391,Match
1255,448143728,422709652,No Match
1256,701327900,559257452,No Match
1257,803016900,226450964,No Match
1258,733800117,902167790,No Match
1259,789430258,898427997,No Match
1260,703914279,429186095,No Match
1261,695886377,989526214,No Match
1262,895065856,213728788,No Match
1263,425054036,209881760,No Match
1264,825617862,803391675,No Match
1265,803391655,214018541,No Match
1266,886413134,704537738,No Match
1267,745019096,403025920,No Match
1268,879037652,589564908,No Match
1269,860974339,837395569,No Match
1270,894925041,821164678,No Match
1271,852756155,306232891,No Match
1272,873867014,306096912,No Match
1273,662778206,822993603,No Match
1274,882247853,187951676,No Match
1275,430695495,799696984,No Match
1276,764561649,808324371,No Match
1277,695885120,894853720,No Match
1278,891194036,772508726,No Match
1279,793409195,171459159,No Match
1280,693154172,973737930,No Match
1281,877059049,281285604,No Match
1282,687124401,207687768,No Match
1283,443424563,227520651,No Match
1284,812912352,812913352,Match
1285,853410789,227175788,No Match
1286,803887263,706392616,No Match
1287,790043394,226853591,No Match
1288,716164534,369041366,No Match
1289,661355789,807442368,No Match
1290,680083467,608008348,No Match
1291,667749420,206318988,No Match
1292,753613984,210340826,No Match
1293,707018113,227621251,No Match
1294,745348148,947917364,No Match
1295,892853240,201278767,No Match
1296,412252690,732567814,No Match
1297,843783856,740691302,No Match
1298,420303507,896054122,No Match
1299,824336399,213171158,No Match
1300,835539298,539239842,No Match
1301,672914590,763191682,No Match
1302,400705373,226715713,No Match
1303,437601594,214294520,No Match
1304,802481309,227071829,No Match
1305,437504751,755067294,No Match
1306,721853529,200862115,No Match
1307,780348725,227233918,No Match
1308,756076280,129698225,No Match
1309,686229703,525626735,No Match
1310,757402332,941297781,No Match
1311,828240714,348869866,No Match
1312,626908392,227044189,No Match
1313,664836764,312951446,No Match
1314,888314543,153993241,No Match
1315,690765023,822687144,No Match
1316,672042286,777514596,No Match
1317,424085324,642062502,No Match
1318,420926405,986747838,No Match
1319,807196662,969201869,No Match
1320,422165929,226000296,No Match
1321,445009902,366465426,No Match
1322,786615476,227578021,No Match
1323,444085700,227641908,No Match
1324,760594785,901519524,No Match
1325,897521907,767797983,No Match
1326,664631013,209002801,No Match
1327,867218579,152813094,No Match
1328,767197889,817625961,No Match
1329,430325953,224575551,No Match
1330,852787613,752351763,No Match
1331,724435779,714702036,No Match
1332,424265974,141837154,No Match
1333,782716667,274830853,No Match
1334,444310744,912010009,No Match
1335,748667961,449584579,No Match
1336,444596551,227743076,No Match
1337,852499347,421421545,No Match
1338,888762645,236910385,No Match
1339,658129262,522710097,No Match
1340,888860528,897826474,No Match
1341,872308210,161585830,No Match
1342,853798090,260687373,No Match
1343,893365943,442976158,No Match
1344,695768637,221273983,No Match
1345,445969006,454912155,No Match
1346,790397539,846328431,No Match
1347,748689263,758836952,No Match
1348,683103056,562242498,No Match
1349,439835650,777480584,No Match
1350,887243333,525411072,No Match
1351,425513861,408877612,No Match
1352,771779339,900881961,No Match
1353,722012107,212914134,No Match
1354,436023606,212914134,No Match
1355,441014712,226738270,No Match
1356,862684458,226156418,No Match
1357,762697219,216320125,No Match
1358,835968738,327616038,No Match
1359,835968738,947805274,No Match
1360,809810427,208887243,No Match
1361,761415056,128174915,No Match
1362,853910601,396717745,No Match
1363,740453934,779489067,No Match
1364,768503315,317025732,No Match
1365,860371685,806381487,No Match
1366,412469443,206019978,No Match
1367,793892172,313579797,No Match
1368,432378717,500004369,No Match
1369,741859960,189717795,No Match
1370,424484093,227521790,No Match
1371,856207559,445402225,No Match
1372,731556085,786053745,No Match
1373,402692887,413516320,No Match
1374,798577884,227611603,No Match
1375,707015422,884481598,No Match
1376,679441845,687793211,No Match
1377,425709952,227588826,No Match
1378,704535465,354724526,No Match
1379,794704962,227027178,No Match
1380,435537314,557337314,No Match
1381,699123123,226406856,No Match
1382,408977875,228705907,No Match
1383,433076294,202644909,No Match
1384,433076294,647563563,No Match
1385,425203695,227183600,No Match
1386,823326324,850992181,No Match
1387,433940142,564850774,No Match
1388,853856342,220842481,No Match
1389,860192505,971595887,No Match
1390,802864529,214827635,No Match
1391,775883918,281285604,No Match
1392,813545216,440306926,No Match
1393,787160290,787160390,Match
1394,787258837,643538656,No Match
1395,868323709,227653121,No Match
1396,895392099,917073033,No Match
1397,434182531,433826210,No Match
1398,661609873,813969767,No Match
1399,662987331,806833183,No Match
1400,704361530,894178990,No Match
1401,833739421,227564086,No Match
1402,745076138,118069310,No Match
1403,842651173,656950778,No Match
1404,849179916,227511496,No Match
1405,779995458,265209766,No Match
1406,661624993,858754564,No Match
1407,778035105,216472182,No Match
1408,853390714,226753938,No Match
1409,821760573,244091432,No Match
1410,730804665,227603140,No Match
1411,867156208,981590852,No Match
1412,796746197,388231156,No Match
1413,444907073,510979945,No Match
1414,668452637,213843011,No Match
1415,862443910,363406912,No Match
1416,747543027,876169242,No Match
1417,859873856,910364182,No Match
1418,853596237,910479506,No Match
1419,409596660,226667586,No Match
1420,896432654,850106792,No Match
1421,438112389,227138520,No Match
1422,701092988,473341698,No Match
1423,899126097,203560133,No Match
1424,416655702,227047420,No Match
1425,780625104,798640804,No Match
1426,873964113,330905347,No Match
1427,410817491,213804761,No Match
1428,860524100,393855324,No Match
1429,875698904,920779699,No Match
1430,851584523,227262362,No Match
1431,447763343,610261425,No Match
1432,874058331,168956989,No Match
1433,706462378,203651728,No Match
1434,847581864,227390078,No Match
1435,411715438,666453716,No Match
1436,446013786,196393634,No Match
1437,748066170,149950768,No Match
1438,801889556,754521804,No Match
1439,420490437,749552480,No Match
1440,859492762,138795627,No Match
1441,865291086,261814686,No Match
1442,746088667,723091273,No Match
1443,857648137,998173831,No Match
1444,771164836,115696473,No Match
1445,860481438,306096912,No Match
1446,433010412,260923899,No Match
1447,699981435,227605758,No Match
1448,756371132,226821142,No Match
1449,895675240,227613876,No Match
1450,883769645,227374386,No Match
1451,798201721,955292851,No Match
1452,813960583,451400000,No Match
1453,791487579,738132947,No Match
1454,851730500,808961808,No Match
1455,897014921,831033196,No Match
1456,822877335,742670417,No Match
1457,418550015,881180060,No Match
1458,608317134,876813663,No Match
1459,868691261,793949263,No Match
1460,828199838,832895094,No Match
1461,771668655,783185140,No Match
1462,663661480,138228344,No Match
1463,738132947,741004014,No Match
1464,843042249,151714326,No Match
1465,883311888,786847218,No Match
1466,791836994,396879639,No Match
1467,865072609,270687703,No Match
1468,713216079,402883897,No Match
1469,874261428,235267461,No Match
1470,678534759,874011373,No Match
1471,689289963,212733851,No Match
1472,695322213,227625712,No Match
1473,401776851,787187653,No Match
1474,743995376,415413790,No Match
1475,715722813,205162819,No Match
1476,788681303,822687144,No Match
1477,884817266,716669962,No Match
1478,440530539,214364618,No Match
1479,799356282,226816040,No Match
1480,412711279,427806512,No Match
1481,439808572,227439876,No Match
1482,818215187,227038548,No Match
1483,663037928,227147062,No Match
1484,708324649,213695365,No Match
1485,821720897,214122356,No Match
1486,690881569,269088156,No Match
1487,703944099,227255917,No Match
1488,658464933,776721144,No Match
1489,708511938,227503107,No Match
1490,407369042,522736915,No Match
1491,750966530,813807134,No Match
1492,869635456,213739838,No Match
1493,752750389,226780758,No Match
1494,853800322,281052608,No Match
1495,689583636,207247982,No Match
1496,788421771,762053245,No Match
1497,846911761,681069859,No Match
1498,445526635,705858699,No Match
1499,796398591,743412935,No Match
1500,727029645,227378781,No Match
1501,722591284,212196502,No Match
1502,662365196,212053668,No Match
1503,761456886,212760889,No Match
1504,427026530,789167096,No Match
1505,862866649,706661628,No Match
1506,665388561,191837905,No Match
1507,671429593,240112815,No Match
1508,779156136,219989163,No Match
1509,670771688,670751628,No Match
1510,445659104,220720269,No Match
1511,444758290,425469784,No Match
1512,444758290,737770351,No Match
1513,853195556,226545058,No Match
1514,781301777,781301647,No Match
1515,435666642,294897400,No Match
1516,412749824,227425918,No Match
1517,714408099,116173613,No Match
1518,871275816,231881086,No Match
1519,686261113,449826436,No Match
1520,854065497,187763995,No Match
1521,444070541,226762425,No Match
1522,433220321,771965820,No Match
1523,856546075,954812347,No Match
1524,867577416,208248816,No Match
1525,684632427,137912673,No Match
1526,720400077,785433621,No Match
1527,854067855,215489304,No Match
1528,427187211,227397757,No Match
1529,764737157,824949104,No Match
1530,853947498,187125937,No Match
1531,856852419,452775825,No Match
1532,422068926,220763406,No Match
1533,727125434,731577479,No Match
1534,832959131,211886827,No Match
1535,874881600,220750580,No Match
1536,669284647,227570374,No Match
1537,792642542,208758918,No Match
1538,892049404,758867126,No Match
1539,827682510,227152855,No Match
1540,767579377,227360796,No Match
1541,421252369,212935578,No Match
1542,413573357,522759153,No Match
1543,656847340,121270015,No Match
1544,784675803,227597658,No Match
1545,876690920,212914134,No Match
1546,805177994,849015569,No Match
1547,757951585,220720269,No Match
1548,408577804,407897136,No Match
1549,861053654,227531070,No Match
1550,662444783,139274616,No Match
1551,792100532,227189060,No Match
1552,779857696,207894758,No Match
1553,796654647,227681672,No Match
1554,429588780,203961021,No Match
1555,876129105,212708829,No Match
1556,424712682,227545798,No Match
1557,425414345,227289978,No Match
1558,409114852,222864871,No Match
1559,422264871,221467169,No Match
1560,447261909,207896431,No Match
1561,892588379,227887902,No Match
1562,804793250,943744611,No Match
1563,888847673,721203117,No Match
1564,815927103,227669239,No Match
1565,863157107,646596859,No Match
1566,447360309,203560678,No Match
1567,685743073,772350972,No Match
1568,664480219,214299838,No Match
1569,802491398,212489512,No Match
1570,662409056,861084734,No Match
1571,444296364,982437092,No Match
1572,775170950,926021646,No Match
1573,783761267,880234365,No Match
1574,771655520,752603020,No Match
1575,425888284,714917715,No Match
1576,881095296,879636081,No Match
1577,896737108,213866963,No Match
1578,896737108,853719770,No Match
1579,814361654,210018866,No Match
1580,697861157,206710207,No Match
1581,753499843,249825455,No Match
1582,715020483,649342126,No Match
1583,837811769,214507718,No Match
1584,742104420,226768732,No Match
1585,429509309,306096912,No Match
1586,833568765,212795750,No Match
1587,819074646,226944372,No Match
1588,844689941,874689941,Match
1589,780690133,131839304,No Match
1590,814678301,193452943,No Match
1591,893681663,300870739,No Match
1592,427896245,428537201,No Match
1593,889954796,220199584,No Match
1594,410627559,501537630,No Match
1595,620791947,214564632,No Match
1596,685632605,395693883,No Match
1597,867687340,148513650,No Match
1598,662015727,166015727,No Match
1599,876961161,227587919,No Match
1600,433196114,227748939,No Match
1601,448613902,321322395,No Match
1602,715607073,439730960,No Match
1603,863743827,228739590,No Match
1604,863743827,783549875,No Match
1605,760380752,227597650,No Match
1606,427911281,346475793,No Match
1607,775904950,649488469,No Match
1608,892302967,227590058,No Match
1609,417177781,884435551,No Match
1610,412785884,774380756,No Match
1611,420542081,181861999,No Match
1612,749599905,212769573,No Match
1613,839715869,691684102,No Match
1614,794236142,214822640,No Match
1615,804851983,702274778,No Match
1616,803064160,227230185,No Match
1617,854752924,717935276,No Match
1618,806526850,442719060,No Match
1619,446177465,788437610,No Match
1620,661292191,975662485,No Match
1621,746399983,227742107,No Match
1622,441547586,555845461,No Match
1623,663006515,227401178,No Match
1624,784740580,227548717,No Match
1625,716846236,690739175,No Match
1626,760819569,434227417,No Match
1627,704830499,520959645,No Match
1628,656882656,149367674,No Match
1629,415949143,922533401,No Match
1630,855959070,661595037,No Match
1631,890574715,123489245,No Match
1632,772926687,123456912,No Match
1633,426111426,227734978,No Match
1634,441523672,509492254,No Match
1635,874357745,522400394,No Match
1636,885952371,178619708,No Match
1637,673037753,674329790,No Match
1638,784465208,181857301,No Match
1639,401559355,227406034,No Match
1640,666251217,838859237,No Match
1641,859179282,654765470,No Match
1642,696567757,971737784,No Match
1643,796088008,808456701,No Match
1644,447823855,270121411,No Match
1645,747909981,852758962,No Match
1646,747909981,451827538,No Match
1647,439418566,765529651,No Match
1648,417131169,155605706,No Match
1649,402397458,227041210,No Match
1650,819737905,152690401,No Match
1651,676249073,485734108,No Match
1652,660548597,226895250,No Match
1653,882751523,660727093,No Match
1654,754907845,103060969,No Match
1655,873452943,440518484,No Match
1656,440573088,783710247,No Match
1657,705247588,209964810,No Match
1658,831161275,176954924,No Match
1659,426360158,221096577,No Match
1660,426950246,198989167,No Match
1661,426497891,196393634,No Match
1662,426788445,886167252,No Match
1663,426738392,401430028,No Match
1664,774411807,876289352,No Match
1665,426782019,149848894,No Match
1666,426497939,677706313,No Match
1667,426788509,330894369,No Match
1668,695774308,522774345,No Match
1669,760078959,227044818,No Match
1670,813583984,227246816,No Match
1671,833735797,395407832,No Match
1672,744665563,805897311,No Match
1673,844815792,755665563,No Match
1674,409653645,652574205,No Match
1675,443704223,694471330,No Match
1676,695702101,690887290,No Match
1677,732299180,152540607,No Match
1678,761480464,978183528,No Match
1679,448040542,928594345,No Match
1680,413595070,227232240,No Match
1681,801930184,360309307,No Match
1682,881499389,222708615,No Match
1683,698132386,227042266,No Match
1684,754353133,663536268,No Match
1685,782567227,281285604,No Match
1686,433077844,322390152,No Match
1687,863633089,824637979,No Match
1688,699235395,201504230,No Match
1689,794347803,114772105,No Match
1690,407391098,227541574,No Match
1691,426116200,120875297,No Match
1692,663906601,226737818,No Match
1693,718504205,270084542,No Match
1694,852639266,247346281,No Match
1695,864173942,227441151,No Match
1696,854752115,213543213,No Match
1697,694554151,200271658,No Match
1698,751870709,522682142,No Match
1699,896989655,506121950,No Match
1700,891930275,922711820,No Match
1701,681934323,226706780,No Match
1702,731679501,570471234,No Match
1703,759983898,414213150,No Match
1704,716077860,716077868,Match
1705,790989382,939697303,No Match
1706,836394916,227240579,No Match
1707,734668656,198786511,No Match
1708,433963168,253309954,No Match
1709,436341073,788030538,No Match
1710,844291490,212914134,No Match
1711,802549959,335784041,No Match
1712,756053011,226797940,No Match
1713,885880574,227041311,No Match
1714,755060746,896798976,No Match
1715,409765938,227425918,No Match
1716,798824910,515596236,No Match
1717,897579711,149067297,No Match
1718,823322809,275649640,No Match
1719,804765858,719563093,No Match
1720,804765858,855118610,No Match
1721,761364770,204513715,No Match
1722,726015831,927127350,No Match
1723,726015831,891843115,No Match
1724,775471243,227739707,No Match
1725,880868672,252468247,No Match
1726,880868672,872485073,No Match
1727,814714819,391092394,No Match
1728,415723080,232434596,No Match
1729,859231706,934601776,No Match
1730,799745990,715425717,No Match
1731,705538414,213459002,No Match
1732,427758213,730281430,No Match
1733,691783338,200271658,No Match
1734,661460896,739488390,No Match
1735,818281408,871434912,No Match
1736,669643419,842852824,No Match
1737,440236372,187649990,No Match
1738,859777135,667195195,No Match
1739,860864762,227593247,No Match
1740,896567081,424102526,No Match
1741,844123446,242680432,No Match
1742,790691076,168262728,No Match
1743,686703372,162160128,No Match
1744,746656572,212926033,No Match
1745,717699696,979814829,No Match
1746,802939607,993960712,No Match
1747,750653550,755653550,Match
1748,845267425,836028154,No Match
1749,774489177,813690248,No Match
1750,783465257,927805426,No Match
1751,783465257,910993673,No Match
1752,807201783,171930253,No Match
1753,439456984,188898026,No Match
1754,439456984,918950886,No Match
1755,439456984,900616839,No Match
1756,439456984,366739870,No Match
1757,783607374,798241638,No Match
1758,867763526,243826245,No Match
1759,810889486,456487777,No Match
1760,888681167,856273452,No Match
1761,782732560,883858042,No Match
1762,423896061,241838375,No Match
1763,726279730,778087780,No Match
1764,754353133,306096912,No Match
1765,806764058,617201313,No Match
1766,885521037,226723253,No Match
1767,691097573,213190855,No Match
1768,841387753,921451836,No Match
1769,716494760,284044899,No Match
1770,853557545,760013103,No Match
1771,824900471,785297285,No Match
1772,862413869,227378466,No Match
1773,802546045,575850496,No Match
1774,895982259,657856049,No Match
1775,447214416,451370756,No Match
1776,898084745,509255012,No Match
1777,439353168,842194462,No Match
1778,720591408,257011473,No Match
1779,661437354,224703917,No Match
1780,777299854,210018826,No Match
1781,748653076,547235831,No Match
1782,756458895,840751587,No Match
1783,756458895,661928344,No Match
1784,756458895,817148237,No Match
1785,756458895,248263517,No Match
1786,756458895,657856049,No Match
1787,756458895,133820539,No Match
1788,883637781,920720938,No Match
1789,838164970,179413912,No Match
1790,661928444,787677102,No Match
1791,698428347,730027969,No Match
1792,703445580,294958651,No Match
1793,708113542,423451057,No Match
1794,701010903,968820343,No Match
1795,704141845,502768258,No Match
1796,777161644,858724621,No Match
1797,797254098,958752980,No Match
1798,737998132,201239763,No Match
1799,662042645,463778847,No Match
1800,743784982,639987280,No Match
1801,704211321,764191780,No Match
1802,704211321,816895513,No Match
1803,826946844,986790036,No Match
1804,744934460,371779834,No Match
1805,839268253,947452384,No Match
1806,783649590,686395824,No Match
1807,756361970,832424209,No Match
1808,859043027,424787289,No Match
1809,714871446,945334077,No Match
1810,658990685,144247213,No Match
1811,682866107,982056184,No Match
1812,846912203,716948905,No Match
1813,746657938,137791827,No Match
1814,680609684,945231519,No Match
1815,882264696,884798395,No Match
1816,832424209,781446810,No Match
1817,898855730,973544632,No Match
1818,405462227,832334860,No Match
1819,434304754,418815426,No Match
1820,412055072,442953319,No Match
1821,803319805,797179462,No Match
1822,414224423,821447632,No Match
1823,861618934,927669594,No Match
1824,421153870,434753162,No Match
1825,815588666,209171469,No Match
1826,800979808,870979808,Match
1827,426623819,732956198,No Match
1828,426623819,938165308,No Match
1829,426623819,445755489,No Match
1830,444587380,291740745,No Match
1831,444591662,816057496,No Match
1832,444587305,969125456,No Match
1833,426623819,937178502,No Match
1834,426623819,437667446,No Match
1835,865627803,440469678,No Match
1836,443935566,716479272,No Match
1837,445755489,568459084,No Match
1838,676746010,675099683,No Match
1839,797289194,222265001,No Match
1840,883897815,851903803,No Match
1841,656580535,703236615,No Match
1842,855786536,140816327,No Match
1843,412661558,938231547,No Match
1844,411749427,825656421,No Match
1845,415792270,270500590,No Match
1846,855917882,620670451,No Match
1847,437667446,122058147,No Match
1848,784227816,227168018,No Match
1849,433088244,125053050,No Match
1850,664641406,789251033,No Match
1851,708091435,138272789,No Match
1852,807222381,838554672,No Match
1853,675099683,432721706,No Match
1854,670312940,174400100,No Match
1855,795070695,843561912,No Match
1856,425731199,843200529,No Match
1857,789513133,228975675,No Match
1858,714751225,171864932,No Match
1859,868398794,895596123,No Match
1860,820740191,913962386,No Match
1861,789951117,848018486,No Match
1862,880341627,243775580,No Match
1863,756577165,482715482,No Match
1864,615199025,227636858,No Match
1865,761902524,208876041,No Match
1866,690289338,222273773,No Match
1867,782758234,212419512,No Match
1868,672042286,640364330,No Match
1869,435567150,592019461,No Match
1870,875721545,227527269,No Match
1871,850134539,227699863,No Match
1872,846733950,227100279,No Match
1873,439606006,151945290,No Match
1874,439606006,149740293,No Match
1875,439606006,124827608,No Match
1876,442977246,161470450,No Match
1877,435926969,221701214,No Match
1878,435843987,700770708,No Match
1879,436595313,156078656,No Match
1880,436595313,832457740,No Match
1881,436595313,817122827,No Match
1882,848048842,605164307,No Match
1883,442938730,417572389,No Match
1884,657556860,352130925,No Match
1885,428076601,158763796,No Match
1886,719558491,219760733,No Match
1887,867157569,446345238,No Match
1888,892250618,983734100,No Match
1889,749078544,238090763,No Match
1890,865210274,176814323,No Match
1891,407145559,148980340,No Match
1892,407145559,758393968,No Match
1893,425330336,897281440,No Match
1894,666104006,415748766,No Match
1895,892502707,333023362,No Match
1896,446485564,225412321,No Match
1897,757456955,882093831,No Match
1898,833740318,618406918,No Match
1899,736514706,738964711,No Match
1900,736514706,130800671,No Match
1901,860567637,315681277,No Match
1902,790963545,897459007,No Match
1903,666633805,214619266,No Match
1904,782227249,121482264,No Match
1905,782227249,208981178,No Match
1906,885947089,542768258,No Match
1907,423390693,227679712,No Match
1908,663091000,208909987,No Match
1909,435839857,132742272,No Match
1910,435926600,189131042,No Match
1911,791767626,843480604,No Match
1912,817279261,120892779,No Match
1913,814165178,175632915,No Match
1914,663276857,745102531,No Match
1915,795283725,409171398,No Match
1916,868132590,717169652,No Match
1917,448713882,937112677,No Match
1918,827392230,522745374,No Match
1919,425581354,248000071,No Match
1920,746560546,258845924,No Match
1921,882331991,476274066,No Match
1922,795260582,447703890,No Match
1923,827250881,227545793,No Match
1924,806558027,270946824,No Match
1925,706298379,755796895,No Match
1926,889915404,889833628,No Match
1927,447621222,256508609,No Match
1928,746340914,356899571,No Match
1929,804742816,903789037,No Match
1930,897157084,210684361,No Match
1931,436632479,226928950,No Match
1932,445761723,202807427,No Match
1933,699926954,292469977,No Match
1934,607908952,208701966,No Match
1935,782556341,227004878,No Match
1936,863157107,227697128,No Match
1937,425709952,755791605,No Match
1938,700567443,365161999,No Match
1939,714411159,431779829,No Match
1940,882963858,662963858,No Match
1941,784746392,210417206,No Match
1942,821440764,116922040,No Match
