,cus1,cus2,Match
1943,426493399,387628930,No Match
1944,761448034,213980670,No Match
1945,895825974,731998601,No Match
1946,867449238,906843469,No Match
1947,806839873,831200521,No Match
1948,760354386,821788624,No Match
1949,880061051,226454243,No Match
1950,680542467,522763891,No Match
1951,404772143,932570782,No Match
1952,703279869,889261832,No Match
1953,421688509,222685562,No Match
1954,864237395,711744233,No Match
1955,661246304,227511496,No Match
1956,797757234,738548910,No Match
1957,893733670,693703367,No Match
1958,765046868,843657908,No Match
1959,784096537,468374438,No Match
1960,716004039,842666741,No Match
1961,849254541,714229541,No Match
1962,775561599,941409414,No Match
1963,831955278,898285814,No Match
1964,738613070,208085703,No Match
1965,677184785,202148943,No Match
1966,831645448,227562269,No Match
1967,696077395,151378210,No Match
1968,827091630,889882034,No Match
1969,787762080,392762433,No Match
1970,748485105,207781097,No Match
1971,886838941,212742589,No Match
1972,413328095,113727388,No Match
1973,444963606,372159159,No Match
1974,741506559,227737619,No Match
1975,660823480,238236590,No Match
1976,827204850,571357597,No Match
1977,853327686,912875380,No Match
1978,725700159,757003159,No Match
1979,792976614,227672891,No Match
1980,844119228,135841501,No Match
1981,698635696,231983681,No Match
1982,749605498,718573980,No Match
1983,703271322,322691978,No Match
1984,792249417,679488611,No Match
1985,656804738,898490145,No Match
1986,682772653,575848950,No Match
1987,882864712,226967181,No Match
1988,441023117,173401080,No Match
1989,791790148,662196812,No Match
1990,896951374,179736305,No Match
1991,794711353,773534434,No Match
1992,761361107,803041137,No Match
1993,690942237,235966932,No Match
1994,866278131,395122423,No Match
1995,865417232,724072314,No Match
1996,865417232,416345301,No Match
1997,855974932,227532564,No Match
1998,879136984,971113753,No Match
1999,863394559,796025093,No Match
2000,863394559,231979981,No Match
2001,786214816,227922097,No Match
2002,670334752,827904849,No Match
2003,863060276,306096912,No Match
2004,610621805,127393836,No Match
2005,846490725,208767140,No Match
2006,442807706,516345623,No Match
2007,861690370,364646510,No Match
2008,404314484,812379096,No Match
2009,881828293,881328293,Match
2010,745139047,564698125,No Match
2011,756329823,728702065,No Match
2012,775721986,176784079,No Match
2013,790937961,390503905,No Match
2014,809679190,213463711,No Match
2015,431149912,435149912,Match
2016,441140727,441150727,Match
2017,440462863,559255712,No Match
2018,789947812,736135346,No Match
2019,413315585,200271658,No Match
2020,847497400,394111498,No Match
2021,808798753,204041070,No Match
2022,852585472,469315243,No Match
2023,853282422,692528301,No Match
2024,424743390,471932774,No Match
2025,696617814,678625190,No Match
2026,876326248,336464208,No Match
2027,722851760,789418931,No Match
2028,445881012,921410098,No Match
2029,657218706,273020078,No Match
2030,846798332,716957542,No Match
2031,823071958,898167095,No Match
2032,843852911,843852941,Match
2033,879750220,720777094,No Match
2034,674979566,879814976,No Match
2035,686067089,522765353,No Match
2036,705083405,227461586,No Match
2037,858884641,106545412,No Match
2038,770596477,846720237,No Match
2039,862304160,621305521,No Match
2040,894246508,201978094,No Match
2041,448002546,226834891,No Match
2042,782546645,227747335,No Match
2043,608171083,281451602,No Match
2044,760125890,682499861,No Match
2045,677732251,227501270,No Match
2046,708183401,891696183,No Match
2047,715478726,122750979,No Match
2048,657105744,261692332,No Match
2049,754433299,204606866,No Match
2050,406646271,944841173,No Match
2051,426774633,426770633,Match
2052,424636974,226589209,No Match
2053,698070015,621638107,No Match
2054,786571143,227192802,No Match
2055,797917787,226961403,No Match
2056,408053306,904731389,No Match
2057,847622363,204979524,No Match
2058,750883612,512891388,No Match
2059,440470134,779779651,No Match
2060,884882295,207344829,No Match
2061,876708625,883750561,No Match
2062,701500689,327532328,No Match
2063,709697500,206054438,No Match
2064,709697500,226847576,No Match
2065,824926401,789698791,No Match
2066,796713379,925842189,No Match
2067,818107928,671356999,No Match
2068,881945270,318962998,No Match
2069,660091961,328830884,No Match
2070,708101808,666036912,No Match
2071,424974033,310530541,No Match
2072,432213867,345743184,No Match
2073,658129262,972549807,No Match
2074,867663939,824063413,No Match
2075,782786737,496996218,No Match
2076,860668489,840538321,No Match
2077,847622363,666206977,No Match
2078,860827152,762645021,No Match
2079,666036912,749228311,No Match
2080,833740318,857990725,No Match
2081,696187068,175576351,No Match
2082,768245985,708750786,No Match
2083,858014419,859816184,No Match
2084,897933653,696048789,No Match
2085,431908341,448369188,No Match
2086,795399795,903758381,No Match
2087,666206977,791500155,No Match
2088,666206977,227255491,No Match
2089,762645021,322434397,No Match
2090,715028223,824752448,No Match
2091,749228311,357838228,No Match
2092,430604776,869192823,No Match
2093,826888437,211996396,No Match
2094,656303335,397808922,No Match
2095,857990725,921235074,No Match
2096,419697537,714615928,No Match
2097,877518831,701857856,No Match
2098,882102005,816381819,No Match
2099,791743640,447820950,No Match
2100,412252498,358172093,No Match
2101,696048789,421314240,No Match
2102,448369188,781410383,No Match
2103,799975665,783417458,No Match
2104,860267757,201822014,No Match
2105,776438058,353280584,No Match
2106,754353133,947957710,No Match
2107,421785712,522707298,No Match
2108,798490762,798490763,Match
2109,671620574,822679543,No Match
2110,439491579,522736796,No Match
2111,429961733,778754549,No Match
2112,859860019,422686172,No Match
2113,892885533,206013868,No Match
2114,713738790,519821922,No Match
2115,787224266,576546831,No Match
2116,760665408,837241007,No Match
2117,736658558,227833118,No Match
2118,436264514,227460084,No Match
2119,768237723,229712010,No Match
2120,782858243,226716257,No Match
2121,718616303,836390789,No Match
2122,839892910,358193812,No Match
2123,694011974,227747476,No Match
2124,746578703,227158508,No Match
2125,814007719,432733905,No Match
2126,846437596,856437596,Match
2127,711305406,213851751,No Match
2128,827011469,209080893,No Match
2129,671655056,226740690,No Match
2130,718906992,207589186,No Match
2131,680914064,828957400,No Match
2132,656979271,818980029,No Match
2133,406387097,114196793,No Match
2134,817179743,211668408,No Match
2135,610909075,338264038,No Match
2136,782690460,246806704,No Match
2137,706279960,522717541,No Match
2138,401966110,822719076,No Match
2139,665136364,844488863,No Match
2140,745976945,227707524,No Match
2141,761382282,157656776,No Match
2142,737003609,227309120,No Match
2143,797850308,743412725,No Match
2144,743412724,209428130,No Match
2145,707983167,143105029,No Match
2146,794161996,227710279,No Match
2147,782838197,213972596,No Match
2148,757343504,208470914,No Match
2149,845841861,212446347,No Match
2150,853603062,207680076,No Match
2151,782645168,782655168,Match
2152,850729006,212217606,No Match
2153,678613721,522710987,No Match
2154,724762657,522760497,No Match
2155,613044775,207247982,No Match
2156,777753105,227323855,No Match
2157,806563336,709848069,No Match
2158,448623895,227259470,No Match
2159,896961898,222739023,No Match
2160,704830499,325083743,No Match
2161,823330788,247007869,No Match
2162,419224844,837241007,No Match
2163,771636581,897674930,No Match
2164,858013934,209008336,No Match
2165,829972538,855465276,No Match
2166,661895857,459371200,No Match
2167,859703320,172819748,No Match
2168,849393429,727302386,No Match
2169,696418807,737416162,No Match
2170,854371988,122758406,No Match
2171,790800615,778012032,No Match
2172,867506175,201549410,No Match
2173,861386782,227689239,No Match
2174,747076318,227392825,No Match
2175,792090098,575945654,No Match
2176,417478234,227597658,No Match
2177,874261428,208022265,No Match
2178,438795204,874723151,No Match
2179,707914460,315960941,No Match
2180,872346348,226680464,No Match
2181,834317909,155719742,No Match
2182,893118029,226737619,No Match
2183,664551750,213843011,No Match
2184,407732737,665216653,No Match
2185,616067024,227584050,No Match
2186,821616889,338225453,No Match
2187,666725697,187574747,No Match
2188,856801179,667155657,No Match
2189,666372174,357553518,No Match
2190,441685380,727391471,No Match
2191,863062597,226525436,No Match
2192,661895507,349145866,No Match
2193,847588142,229765139,No Match
2194,782576174,212785621,No Match
2195,624751870,227541896,No Match
2196,782330617,227327784,No Match
2197,802108045,707615348,No Match
2198,708771481,226534128,No Match
2199,433682075,322269428,No Match
2200,404751959,227683680,No Match
2201,756236870,663037039,No Match
2202,722289106,330984238,No Match
2203,829624656,305677362,No Match
2204,684200157,238857963,No Match
2205,438548027,214960512,No Match
2206,668033547,869451853,No Match
2207,853955519,201576383,No Match
2208,663121978,412567605,No Match
2209,855435496,855435596,Match
2210,874980799,227368960,No Match
2211,784161503,227434458,No Match
2212,861455178,738439439,No Match
2213,862910937,227561922,No Match
2214,796322845,227248088,No Match
2215,407162885,194166956,No Match
2216,661229598,200271658,No Match
2217,431240513,334562426,No Match
2218,771715861,120392778,No Match
2219,831205127,853072762,No Match
2220,854001733,725266957,No Match
2221,777004438,981864438,No Match
2222,756049186,853468921,No Match
2223,444405276,640909300,No Match
2224,857159771,182107633,No Match
2225,852896430,294838414,No Match
2226,878048982,703365163,No Match
2227,736086211,767642236,No Match
2228,776393523,213128758,No Match
2229,862307986,895276947,No Match
2230,407369042,138877921,No Match
2231,844647821,810554387,No Match
2232,853468921,445253550,No Match
2233,711719035,426254592,No Match
2234,872775724,836884205,No Match
2235,415727428,733935778,No Match
2236,678614548,227260726,No Match
2237,438639105,397125679,No Match
2238,808723022,747969263,No Match
2239,858314075,522744819,No Match
2240,803502861,287557096,No Match
2241,787917417,227012100,No Match
2242,403818816,227470964,No Match
2243,854165172,762783195,No Match
2244,441327153,347642932,No Match
2245,730942208,212900461,No Match
2246,858620056,858627056,Match
2247,758578225,227575914,No Match
2248,854183434,164743039,No Match
2249,831101141,824711310,No Match
2250,873249267,207179756,No Match
2251,665094926,322645468,No Match
2252,844980616,488980616,No Match
2253,782299648,522761603,No Match
2254,874272186,522770279,No Match
2255,682862659,413747941,No Match
2256,679423014,509226440,No Match
2257,856918596,227616090,No Match
2258,740707519,717578787,No Match
2259,672187901,781912512,No Match
2260,790411521,227325761,No Match
2261,829664260,115601779,No Match
2262,790742232,210939352,No Match
2263,729180613,469376341,No Match
2264,447561004,466768759,No Match
2265,887004148,220549389,No Match
2266,447561004,798697142,No Match
2267,827457241,227330969,No Match
2268,447561004,982557974,No Match
2269,407943585,203961406,No Match
2270,878039744,227399938,No Match
2271,864145378,201285604,No Match
2272,661219867,470583319,No Match
2273,666399959,666390959,Match
2274,668092491,227289978,No Match
2275,817708270,814708270,Match
2276,409388933,130918209,No Match
2277,656794357,822745565,No Match
2278,658269919,587218358,No Match
2279,756371132,622682142,No Match
2280,445064477,227378438,No Match
2281,723557467,815335720,No Match
2282,807524304,480625586,No Match
2283,805352764,522774345,No Match
2284,893475640,267650213,No Match
2285,665257879,892021901,No Match
2286,434813196,969763351,No Match
2287,715624869,987401709,No Match
2288,740710179,208747531,No Match
2289,863832504,832022448,No Match
2290,852704363,202571489,No Match
2291,784740580,259571464,No Match
2292,748495995,227437840,No Match
2293,761478858,214012984,No Match
2294,873600424,716321790,No Match
2295,881088272,947567085,No Match
2296,771088722,227555328,No Match
2297,744707313,202599968,No Match
2298,447805662,281285604,No Match
2299,827192159,739625623,No Match
2300,427801584,227267208,No Match
2301,871497662,214268768,No Match
2302,716272156,816614989,No Match
2303,834237423,141102000,No Match
2304,886506461,970626906,No Match
2305,884503099,192906876,No Match
2306,436313910,214132774,No Match
2307,772256329,776256339,No Match
2308,414013386,209475298,No Match
2309,720784859,184163763,No Match
2310,659181230,180006340,No Match
2311,439472482,214284657,No Match
2312,435771610,227593247,No Match
2313,878922625,622619796,No Match
2314,617244782,730584190,No Match
2315,873784761,346015015,No Match
2316,820194565,756225153,No Match
2317,701429878,191785348,No Match
2318,864893309,558376365,No Match
2319,447935336,212444031,No Match
2320,412124429,837709301,No Match
2321,807036212,227698067,No Match
2322,882869177,708466881,No Match
2323,796624907,191290038,No Match
2324,808785549,506255512,No Match
2325,770158186,770158156,Match
2326,716038714,926510380,No Match
2327,729222270,631756470,No Match
2328,613661589,149010535,No Match
2329,688138565,561281385,No Match
2330,892841987,357080198,No Match
2331,858516750,423556216,No Match
2332,801072343,974645808,No Match
2333,801072343,265209766,No Match
2334,404451358,227559178,No Match
2335,892131811,212914134,No Match
2336,736530669,226986101,No Match
2337,429184583,148540898,No Match
2338,799558853,213681330,No Match
2339,878046565,211031922,No Match
2340,749949901,319339161,No Match
2341,448381507,708508340,No Match
2342,852972325,696868218,No Match
2343,740790500,227379964,No Match
2344,821126791,203560133,No Match
2345,447000661,447000761,Match
2346,440512402,879602625,No Match
2347,780348725,509255212,No Match
2348,433766156,227294272,No Match
2349,777063550,964889648,No Match
2350,782329333,206711077,No Match
2351,875928482,935454434,No Match
2352,699466572,212795750,No Match
2353,700084855,506235512,No Match
2354,417502556,306096912,No Match
2355,738819693,451517085,No Match
2356,432644616,456392552,No Match
2357,837572876,522336628,No Match
2358,885503701,130698120,No Match
2359,775183372,211803192,No Match
2360,757391098,227391718,No Match
2361,401604953,227418910,No Match
2362,728433797,725452385,No Match
2363,434992040,327494349,No Match
2364,851208229,441021878,No Match
2365,724169511,227069443,No Match
2366,675635837,227342156,No Match
2367,844138832,406925455,No Match
2368,718172060,227601186,No Match
2369,838059038,209870453,No Match
2370,886981385,203814378,No Match
2371,756148731,205763830,No Match
2372,681442409,214563420,No Match
2373,692369438,204571198,No Match
2374,448573365,879692625,No Match
2375,417416711,204108612,No Match
2376,417416711,320200715,No Match
2377,793301993,267159109,No Match
2378,808981195,226403969,No Match
2379,796167419,756337128,No Match
2380,796167419,211546331,No Match
2381,882863496,149030783,No Match
2382,762968373,213988878,No Match
2383,426356669,729319866,No Match
2384,812873971,281285604,No Match
2385,818091380,242691642,No Match
2386,696265556,137531051,No Match
2387,755529321,626869533,No Match
2388,888742310,888742318,Match
2389,757130189,622709092,No Match
2390,761557580,834280740,No Match
2391,740571930,843554976,No Match
2392,853528760,227027938,No Match
2393,814734879,419103663,No Match
2394,874557843,821224914,No Match
2395,808744915,227590051,No Match
2396,809070553,226791427,No Match
2397,663074884,922729794,No Match
2398,686399112,226981500,No Match
2399,832901255,701302450,No Match
2400,785253485,785273485,Match
2401,770763351,213592310,No Match
2402,698776106,720268159,No Match
2403,819239877,804256180,No Match
2404,425858501,227183698,No Match
2405,855459076,226760400,No Match
2406,767695095,355627160,No Match
2407,682175883,493264193,No Match
2408,774786534,755617081,No Match
2409,877105404,887498758,No Match
2410,852841843,227369197,No Match
2411,796020505,228687655,No Match
2412,662691987,857285095,No Match
2413,433520359,335203598,No Match
2414,672187901,719182512,No Match
2415,762305836,897573562,No Match
2416,834922703,228705971,No Match
2417,776852611,456224950,No Match
2418,770868364,212914134,No Match
2419,410111691,227699978,No Match
2420,892478719,125723492,No Match
2421,684374739,383734866,No Match
2422,710999266,456255012,No Match
2423,790468536,237432726,No Match
2424,446543728,522739780,No Match
2425,708917022,825979355,No Match
2426,761606100,227401180,No Match
2427,823725800,507299261,No Match
2428,783784864,227747649,No Match
2429,867304813,839002513,No Match
2430,858913094,955778535,No Match
2431,867723831,226756330,No Match
2432,751781511,312372751,No Match
2433,871131724,227601186,No Match
2434,668305469,834730130,No Match
2435,765048599,420561242,No Match
2436,823198959,995528538,No Match
2437,835526032,165940661,No Match
2438,791991230,200149148,No Match
2439,763232915,406234512,No Match
2440,663396373,660396373,Match
2441,885947089,913205382,No Match
2442,801577384,226780751,No Match
2443,724348202,339759004,No Match
2444,840035588,403254526,No Match
2445,413959989,801509357,No Match
2446,434260739,761598235,No Match
2447,446304620,837932675,No Match
2448,896343619,157689862,No Match
2449,784144260,957978419,No Match
2450,760636199,697310390,No Match
2451,412661558,845293593,No Match
2452,855801708,934240492,No Match
2453,441531947,226944379,No Match
2454,751635805,541872484,No Match
2455,427026530,260627114,No Match
2456,423802168,393131158,No Match
2457,428391898,932932027,No Match
2458,881917632,362255844,No Match
2459,420112209,299543201,No Match
2460,757902695,737101187,No Match
2461,896579242,369691230,No Match
2462,790980425,149379683,No Match
2463,740856813,209760768,No Match
2464,886457583,227388807,No Match
2465,447517011,360100103,No Match
2466,858797580,227607228,No Match
2467,864173942,363123634,No Match
2468,864173942,204251478,No Match
2469,762248421,688246474,No Match
2470,796263814,227391787,No Match
2471,687258864,227047276,No Match
2472,840199718,840179718,Match
2473,445603960,799820485,No Match
2474,892740529,128958576,No Match
2475,830300376,937643972,No Match
2476,898079364,356923405,No Match
2477,431874196,227712774,No Match
2478,444240221,406234591,No Match
2479,444240002,213492020,No Match
2480,755679637,213337119,No Match
2481,839981171,203890031,No Match
2482,796200581,822746589,No Match
2483,689144908,664059559,No Match
2484,836910087,226840867,No Match
2485,785623554,347369093,No Match
2486,658616028,942349740,No Match
2487,435500837,227749517,No Match
2488,410383443,227379098,No Match
2489,448646181,204536540,No Match
2490,899593058,830055803,No Match
2491,737510387,135366228,No Match
2492,782624391,165252569,No Match
2493,756622464,756632464,Match
2494,761617723,715871352,No Match
2495,417508106,145912908,No Match
2496,809199349,227496242,No Match
2497,680106809,733799542,No Match
2498,882738417,227128020,No Match
2499,807148898,210939352,No Match
2500,880420333,422720359,No Match
2501,423637860,226901340,No Match
2502,780771849,843103104,No Match
2503,812981200,227081708,No Match
2504,775325772,227453792,No Match
2505,428298108,506346957,No Match
2506,783295825,914564208,No Match
2507,442717655,226878940,No Match
2508,896349973,137576074,No Match
2509,878604475,253562545,No Match
2510,872715174,137972281,No Match
2511,867440524,173930990,No Match
2512,815316513,799967262,No Match
2513,751688763,916037789,No Match
2514,691097573,234062245,No Match
2515,697184272,226511112,No Match
2516,697184272,403254526,No Match
2517,671929854,754852100,No Match
2518,861454669,732763873,No Match
2519,425716810,456392350,No Match
2520,896559401,227512046,No Match
2521,718983744,483292228,No Match
2522,404235903,242500000,No Match
2523,414983366,366224915,No Match
2524,889113487,820704183,No Match
2525,877663078,227521582,No Match
2526,795095537,714306090,No Match
2527,850569428,713781177,No Match
2528,430536777,227601348,No Match
2529,662781886,341914918,No Match
2530,817422715,205965478,No Match
2531,860005095,825405272,No Match
2532,737908731,208478836,No Match
2533,434534197,599573102,No Match
2534,412498164,754755000,No Match
2535,407843429,221187998,No Match
2536,892834808,115920691,No Match
2537,660398728,227588826,No Match
2538,821245643,910950515,No Match
2539,784060745,226622491,No Match
2540,676247190,228724057,No Match
2541,424288543,227270564,No Match
2542,818020478,226504728,No Match
2543,832076638,276712176,No Match
2544,658599766,227588826,No Match
2545,785045651,214821954,No Match
2546,846796441,842442168,No Match
2547,802632402,522771861,No Match
2548,802632402,969201869,No Match
2549,802632402,139050576,No Match
2550,690744089,832737489,No Match
2551,851169995,220997669,No Match
2552,859072952,852763157,No Match
2553,825887993,206932803,No Match
2554,827368169,251207236,No Match
2555,872340501,817625961,No Match
2556,759384879,305165630,No Match
2557,861587787,138459869,No Match
2558,444585959,226741649,No Match
2559,706298379,866966526,No Match
2560,411779300,454200000,No Match
2561,839050043,802248400,No Match
2562,722789645,149487284,No Match
2563,780321952,211689855,No Match
2564,447856769,223151876,No Match
2565,709757163,227511498,No Match
2566,406416476,705951439,No Match
2567,426918326,214507718,No Match
2568,887155448,227739407,No Match
2569,818619835,897973807,No Match
2570,833612316,227494982,No Match
2571,407283636,213371190,No Match
2572,760030920,902127067,No Match
2573,768292976,227374666,No Match
2574,763137571,134235964,No Match
2575,710080380,522683941,No Match
2576,808482257,788350260,No Match
2577,665133171,449762574,No Match
2578,816076435,306096912,No Match
2579,860525517,207249258,No Match
2580,618463485,701507584,No Match
2581,897497935,138014253,No Match
2582,866741560,805499328,No Match
2583,825133841,227683653,No Match
2584,852968254,590607608,No Match
2585,677891121,227615978,No Match
2586,874426210,226498148,No Match
2587,862785566,227671090,No Match
2588,672545633,221659983,No Match
2589,750695443,226929062,No Match
2590,771584048,227328576,No Match
2591,756012076,231737946,No Match
2592,419522657,522774345,No Match
2593,660085094,227590058,No Match
2594,877826367,958822404,No Match
2595,668660479,698191228,No Match
2596,843098170,905736203,No Match
2597,872537443,202740266,No Match
2598,880712459,417045679,No Match
2599,767658219,209814429,No Match
2600,892149229,745916598,No Match
2601,743615425,129582603,No Match
2602,744053145,856461840,No Match
2603,859088030,610377307,No Match
2604,883492914,220711820,No Match
2605,861871542,814321214,No Match
2606,769189911,734602166,No Match
2607,703106562,685295047,No Match
2608,802051245,130796596,No Match
2609,826112030,192434508,No Match
2610,826112030,754130255,No Match
2611,856134150,227102138,No Match
2612,764402816,227591510,No Match
2613,446179559,242571199,No Match
2614,678631452,242366953,No Match
2615,692770301,751925152,No Match
2616,754130255,306044946,No Match
2617,890423175,403341739,No Match
2618,676511043,889383471,No Match
2619,852176150,414135674,No Match
2620,749173576,862633693,No Match
2621,727418181,622681351,No Match
2622,792381856,717488880,No Match
2623,420886984,147380503,No Match
2624,803452307,191948979,No Match
2625,770148957,117343701,No Match
2626,425986167,765752378,No Match
2627,433179509,358106689,No Match
2628,707827164,227566820,No Match
2629,896271475,222699801,No Match
2630,888549334,435554704,No Match
2631,415664973,122647046,No Match
2632,773714731,227588826,No Match
2633,817068656,226982512,No Match
2634,788591762,943515990,No Match
2635,743897266,731833106,No Match
2636,659170259,949886549,No Match
2637,441957796,267749846,No Match
2638,738514953,662766379,No Match
2639,412019901,205360549,No Match
2640,744406465,227582046,No Match
2641,431868490,228730774,No Match
2642,873793502,226740928,No Match
2643,427621380,666133819,No Match
2644,819135998,227641608,No Match
2645,417767191,227397800,No Match
2646,431954698,227421578,No Match
2647,823055907,543847758,No Match
2648,721385040,227132083,No Match
2649,876706937,165539134,No Match
2650,783841638,808940724,No Match
2651,444077786,268473386,No Match
2652,725677382,448125063,No Match
2653,860164440,860163440,Match
2654,834352317,227838066,No Match
2655,853283062,211976406,No Match
2656,435837624,419899553,No Match
2657,851672785,822660759,No Match
2658,409304816,414734813,No Match
2659,863277088,402041793,No Match
2660,799092424,956785767,No Match
2661,795141081,772873233,No Match
2662,678855157,405362042,No Match
2663,852630827,210463645,No Match
2664,826212154,227412207,No Match
2665,892473053,703765581,No Match
2666,769656655,827707257,No Match
2667,782376973,710629292,No Match
2668,761515452,227068457,No Match
2669,658720343,931281381,No Match
2670,802632402,227610982,No Match
2671,440040505,214843790,No Match
2672,837574644,227401180,No Match
2673,707650223,212935578,No Match
2674,846399016,133534118,No Match
2675,661219189,222754595,No Match
2676,424591585,227350255,No Match
2677,782713482,227465780,No Match
2678,407952158,262176970,No Match
2679,746709056,227653138,No Match
2680,422445314,407150941,No Match
2681,867094895,226997146,No Match
2682,409714030,205219829,No Match
2683,745915245,227678666,No Match
2684,682767029,682767039,Match
2685,790010170,227172096,No Match
2686,439817882,208536054,No Match
2687,853900657,138528146,No Match
2688,728885136,227044181,No Match
2689,758811162,212935573,No Match
2690,678115087,761475366,No Match
2691,751378271,146127300,No Match
2692,764355124,722710673,No Match
2693,815081830,226548031,No Match
2694,664400418,704152739,No Match
2695,445943711,356722696,No Match
2696,899404747,976296130,No Match
2697,724846578,793942416,No Match
2698,734935515,252726518,No Match
2699,842786932,731470161,No Match
2700,842786932,973249638,No Match
2701,800182970,420860143,No Match
2702,686963588,808623745,No Match
2703,684525891,138489259,No Match
2704,780659849,403041421,No Match
2705,700084855,674014342,No Match
2706,435560776,171119401,No Match
2707,666109536,178673405,No Match
2708,803887263,984451524,No Match
2709,803887263,820304971,No Match
2710,849673949,751271247,No Match
2711,692410680,462719428,No Match
2712,899275586,177621339,No Match
2713,719391441,802287582,No Match
2714,710399471,138643932,No Match
2715,856389874,227196230,No Match
2716,717283551,364221214,No Match
2717,863788451,226508950,No Match
2718,430710480,477055932,No Match
2719,743624380,357381649,No Match
2720,826909832,306094629,No Match
2721,742105992,504049465,No Match
2722,796710645,222715713,No Match
2723,876299729,227460084,No Match
2724,783068235,153788687,No Match
2725,753692221,213206919,No Match
2726,690638120,787924087,No Match
2727,877654315,829927039,No Match
2728,868906955,201596000,No Match
2729,820660757,227689840,No Match
2730,838218000,213954249,No Match
2731,827422006,827422706,Match
2732,821106715,675485093,No Match
2733,801528902,117960201,No Match
2734,895705921,771741771,No Match
2735,448122089,139317248,No Match
2736,777441208,203846745,No Match
2737,822047155,845348762,No Match
2738,411156402,210311356,No Match
2739,864351075,227514919,No Match
2740,416400953,206698712,No Match
2741,806381604,234229341,No Match
2742,806381604,222763135,No Match
2743,413608054,227282717,No Match
2744,444605665,227610288,No Match
2745,416397985,800786969,No Match
2746,778172783,227046181,No Match
2747,857888325,227033657,No Match
2748,756371132,399274264,No Match
2749,898181027,306926912,No Match
2750,797072366,227477538,No Match
2751,770316842,322341969,No Match
2752,896861547,208227666,No Match
2753,814937748,223648278,No Match
2754,447920695,479206958,No Match
2755,746742585,214292518,No Match
2756,814933114,814923114,Match
2757,767021736,789458538,No Match
2758,779886577,955929234,No Match
2759,415890970,115733471,No Match
2760,820866296,893107517,No Match
2761,880274874,227675527,No Match
2762,846226633,989487286,No Match
2763,443950117,227613871,No Match
2764,687875950,687875990,Match
2765,692632507,142099575,No Match
2766,898994343,227695908,No Match
2767,814706421,814170642,No Match
2768,898858595,785892405,No Match
2769,803152603,622759307,No Match
2770,895096548,830405106,No Match
2771,895096548,768542568,No Match
2772,897776205,156707483,No Match
2773,690703471,150120250,No Match
2774,803520285,522725741,No Match
2775,808519005,227390279,No Match
2776,794490570,227590058,No Match
2777,794490570,226737466,No Match
2778,719306964,205117128,No Match
2779,743313873,321552849,No Match
2780,803177237,440538709,No Match
2781,821671482,185461275,No Match
2782,892250802,781310414,No Match
2783,437666777,721238684,No Match
2784,437666777,329068254,No Match
2785,415890970,501383630,No Match
2786,897652333,139857896,No Match
2787,805303735,467459098,No Match
2788,862268980,118055615,No Match
2789,719368962,430136458,No Match
2790,865443510,226531546,No Match
2791,820866296,154686156,No Match
2792,778936261,706291797,No Match
2793,716164534,245924505,No Match
2794,854016265,522751586,No Match
2795,787970234,214914826,No Match
2796,691741904,909628923,No Match
2797,886068633,921619596,No Match
2798,685561309,649425812,No Match
2799,425099752,411483038,No Match
2800,734668656,151972801,No Match
2801,443435131,797897026,No Match
2802,443435131,226780475,No Match
2803,402237112,227570378,No Match
2804,777685536,207703848,No Match
2805,696090610,696090618,Match
2806,830890775,189306029,No Match
2807,435712995,226043430,No Match
2808,747050863,265636549,No Match
2809,423280144,306094569,No Match
2810,678866921,115810826,No Match
2811,878177012,227260580,No Match
2812,423802168,712559969,No Match
2813,883542950,622737466,No Match
2814,830986793,821292557,No Match
2815,844511465,787166437,No Match
2816,698478790,198587690,No Match
2817,708183401,806071377,No Match
2818,775484837,226531664,No Match
2819,846904166,214914899,No Match
2820,703878044,406387241,No Match
2821,445593440,900337987,No Match
2822,445593440,982316740,No Match
2823,445593395,323104605,No Match
2824,445593395,247423208,No Match
2825,445597716,774079581,No Match
2826,445324443,142703238,No Match
2827,445593491,660569646,No Match
2828,445597716,430858776,No Match
2829,446701706,432816038,No Match
2830,445597994,757064636,No Match
2831,445324443,214210192,No Match
2832,446701706,795490583,No Match
2833,445606504,313317031,No Match
2834,446701706,788690373,No Match
2835,446701706,147552387,No Match
2836,446701706,667857704,No Match
2837,446701706,396113991,No Match
2838,445597740,529404101,No Match
2839,446701706,159855190,No Match
2840,446701706,504233967,No Match
2841,446701706,418685100,No Match
2842,446701706,803785083,No Match
2843,446701706,227267795,No Match
2844,445597951,701928431,No Match
2845,446701706,738632848,No Match
2846,445590848,153690401,No Match
2847,446701706,810618312,No Match
2848,446701706,227312257,No Match
2849,446701706,199541535,No Match
2850,445598866,829298619,No Match
2851,446701706,221769565,No Match
2852,445593491,941239739,No Match
2853,446701706,210889248,No Match
2854,798813664,431680594,No Match
2855,683691230,678717304,No Match
2856,691406305,235076165,No Match
2857,769391853,205360544,No Match
2858,791997624,700924324,No Match
2859,439544634,772196031,No Match
2860,889288113,889088113,Match
2861,417502556,306096912,No Match
2862,764119447,791982925,No Match
2863,856546075,214292516,No Match
2864,786487347,560177513,No Match
2865,434972605,131694512,No Match
2866,807777993,879550600,No Match
2867,886856736,392325399,No Match
2868,886856736,946461203,No Match
2869,886856736,168136243,No Match
2870,886856736,446107600,No Match
2871,886856736,235944671,No Match
2872,886856736,428470334,No Match
2873,886856736,417637932,No Match
2874,886856736,657122640,No Match
2875,886856736,760545609,No Match
2876,886856736,447874070,No Match
