,CUS_ID
8476,59976003
8477,240813
8478,94641439
8479,54365267
8480,11713850
8481,17352249
8482,23067099
8483,55840269
8484,63204781
8485,32696654
8486,233018
8487,325295
8488,27712206
8489,30023048
8490,596423
8491,78744699
8492,65197627
8493,67106168
8494,30512663
8495,338437
8496,60605679
8497,20296124
8498,547878
8499,32745660
8500,58911400
8501,84554555
8502,33287599
8503,57511964
8504,52946821
8505,32999551
8506,31414978
8507,195546
8508,67120829
8509,236952
8510,413025
8511,23430837
8512,66832743
8513,85344965
8514,3751332
8515,66950689
8516,63003359
8517,93370710
8518,20378379
8519,208876
8520,18226046
8521,17440408
8522,88243256
8523,13233109
8524,23418109
8525,94595957
8526,19469243
8527,317951
8528,561792
8529,56004995
8530,267039
8531,27304734
8532,95672480
8533,52244344
8534,20403555
8535,15247519
8536,615792
8537,90091251
8538,82972661
8539,9906339
8540,66906112
8541,5132520
8542,24260474
8543,2821848
8544,21316479
8545,2730556
8546,93836653
8547,318535
8548,65393398
8549,11682576
8550,93532373
8551,27036247
8552,21640710
8553,472177
8554,22132500
8555,13088598
8556,459451
8557,773060
8558,64722140
8559,64606
8560,314326
8561,21402512
8562,328894
8563,63263766
8564,61635283
8565,96295816
8566,10958160
8567,81892997
8568,32671519
8569,2876609
8570,67424623
8571,630001
8572,56019091
8573,13143679
8574,82994650
8575,46589477
8576,18286058
8577,28176702
8578,61731809
8579,23850947
8580,58902860
8581,13292528
8582,30530936
8583,24055040
8584,518765
8585,6510032
8586,816490
8587,56926138
8588,58921065
8589,28934303
8590,95530286
8591,58368374
8592,61992066
8593,30347825
8594,19884597
8595,16195
8596,10689159
8597,53509821
8598,215187
8599,2805960
8600,1200206
8601,18354
8602,82142188
8603,540538
8604,1242907
8605,8551727
8606,11808973
8607,22736866
8608,8985058
8609,65519844
8610,58697726
8611,294515
8612,100913
8613,1280835
8614,58984391
8615,93488786
8616,64323804
8617,107759611
8618,603072
8619,19056087
8620,7986213
8621,681777
8622,29964254
8623,15100014
8624,424752
8625,64246215
8626,15247439
8627,22115236
8628,731711
8629,95491393
8630,646702
8631,32558301
8632,26458064
8633,22688663
8634,15129227
8635,108042361
8636,56112682
8637,89182876
8638,8986078
8639,64597727
8640,13485
8641,9059276
8642,4857943
8643,27071540
8644,2838834
8645,11006284
8646,92663930
8647,318391
8648,54699094
8649,31891569
8650,31018632
8651,82149292
8652,359013
8653,28207272
8654,2689861
8655,27082
8656,30615933
8657,27240368
8658,63120828
8659,88252884
8660,45366
8661,308633
8662,416461
8663,32845989
8664,11009602
8665,27071523
8666,256089
8667,94099858
8668,13566874
8669,611930
8670,26997591
8671,93078815
8672,59559460
8673,20352769
8674,88036290
8675,93009262
8676,94188551
8677,23988851
8678,96706446
8679,53764420
8680,33219833
8681,727908
8682,89172089
8683,93100206
8684,681761
8685,38382
8686,10746671
8687,734211
8688,27304512
8689,62805663
8690,332074
8691,63986784
8692,2737242
8693,65671
8694,107964798
8695,449210
8696,57160891
8697,96062956
8698,95198271
8699,53959629
8700,59824652
8701,62032464
8702,315035
8703,13901564
8704,54285074
8705,32607858
8706,33047776
8707,53392371
8708,66036934
8709,629192
8710,54277942
8711,31576938
8712,739359
8713,414908
8714,23320532
8715,169752
8716,497549
8717,387145
8718,44414
8719,88129121
8720,57547955
8721,36383994
8722,60043138
8723,5633811
8724,15445216
8725,90690696
8726,21304589
8727,23627654
8728,13906563
8729,59768830
8730,6506701
8731,83874262
8732,20266453
8733,81886285
8734,24511199
8735,494399
8736,31202748
8737,78335975
8738,23216876
8739,42911
8740,66127974
8741,160172
8742,516688
8743,2856361
8744,23543929
8745,11795936
8746,31043310
8747,615848
8748,82865464
8749,17780716
8750,94895265
8751,56326751
8752,105637
8753,535770
8754,22843195
8755,31809556
8756,8801548
8757,55865117
8758,8003537
8759,365580
8760,59002414
8761,62805595
8762,11225796
8763,53095135
8764,478289
8765,9725937
8766,94193103
8767,67624024
8768,108782791
8769,58415739
8770,31826352
8771,22961327
8772,57788472
8773,646820
8774,89078220
8775,659844
8776,29514146
8777,33257901
8778,111613
8779,383573
8780,562928
8781,520030
8782,598310
8783,29390577
8784,53204846
8785,7991698
8786,83858055
8787,89824695
8788,10690777
8789,28022313
8790,97015917
8791,30322879
8792,33075835
8793,92277957
8794,93868306
8795,447919
8796,31302138
8797,63324339
8798,2687813
8799,26972692
8800,83885492
8801,66805928
8802,59524196
8803,78457254
8804,58546785
8805,391800
8806,754679
8807,56326657
8808,13904166
8809,57824350
8810,108193308
8811,26854367
8812,62678153
8813,8798
8814,78515789
8815,68269354
8816,11479990
8817,2666005
8818,9554114
8819,28201395
8820,61891699
8821,15305425
8822,17953841
8823,61824820
8824,107794737
8825,2751012
8826,60587461
8827,64895968
8828,745890
8829,20797752
8830,107713288
8831,663828
8832,30746
8833,20553681
8834,29821742
8835,5610372
8836,62289354
8837,94468435
8838,128045
8839,55564436
8840,24336020
8841,11152939
8842,57085685
8843,30071
8844,92218857
8845,27536042
8846,9065798
8847,27760097
8848,46494142
8849,52355657
8850,27967601
8851,82170383
8852,62240946
8853,21993332
8854,24642
8855,2846447
8856,18784482
8857,2883153
8858,597037
8859,108838322
8860,88810187
8861,62054184
8862,60977940
8863,78733971
8864,85185518
8865,2701453
8866,90746127
8867,46521951
8868,94408490
8869,23033
8870,89340448
8871,13317532
8872,2882880
8873,58656300
8874,21054918
8875,65341
8876,2873987
8877,29590232
8878,12929531
8879,30845677
8880,27497831
8881,95599401
8882,25844714
8883,316705
8884,26862632
8885,13242587
8886,78329609
8887,267766
8888,18490442
8889,89095
8890,15103064
8891,29293367
8892,30282537
8893,9511753
8894,19303465
8895,11227893
8896,18193360
8897,11145735
8898,32591775
8899,30762374
8900,288843
8901,62677901
8902,83055076
8903,22718648
8904,11130004
8905,107978213
8906,15475294
8907,9925333
8908,17440729
8909,131057
8910,27934648
8911,22985766
8912,226805
8913,94627141
8914,52547800
8915,32991806
8916,84946567
8917,9814982
8918,62650547
8919,63862053
8920,29812911
8921,93490912
8922,66682751
8923,17877235
8924,65712264
8925,84744240
8926,561168
8927,34756225
8928,60410340
8929,11413158
8930,32278921
8931,67208811
8932,56065424
8933,5743553
8934,13446455
8935,64041226
8936,326201
8937,94665599
8938,517679
8939,91873317
8940,541378
8941,21582284
8942,67167521
8943,24470933
8944,624451
8945,81075
8946,11176323
8947,11521
8948,59752874
8949,27188799
8950,93191468
8951,96428223
8952,54815514
8953,12920468
8954,84748248
8955,59287394
8956,15317433
8957,65368073
8958,26223548
8959,28248703
8960,65694273
8961,88120499
8962,2855869
8963,58949264
8964,17370943
8965,65509814
8966,23771192
8967,627485
8968,63095667
8969,360410
8970,2761410
8971,2104495
8972,662951
8973,60722096
8974,84724330
8975,27999818
8976,36328347
8977,91866126
8978,452826
8979,66136565
8980,15543807
8981,399789
8982,78742507
8983,5741993
8984,96792170
8985,67600394
8986,11016263
8987,63166712
8988,61365717
8989,94917605
8990,15390820
8991,36384009
8992,10896072
8993,29811805
8994,29828525
8995,499147
8996,32096503
8997,497949
8998,31885514
8999,62844888
9000,1815736
9001,13297011
9002,67849714
9003,59470326
9004,28055371
9005,88400824
9006,8558029
9007,171929
9008,9081411
9009,2789857
9010,23505479
9011,91687397
9012,26279687
9013,63163558
9014,32574593
9015,2865775
9016,94371389
9017,83708750
9018,58797464
9019,61762388
9020,58367204
9021,53036975
9022,11556726
9023,36346346
9024,3787849
9025,453276
9026,107819854
9027,88609487
9028,485237
9029,33296098
9030,28257452
9031,65027189
9032,22901312
9033,13115593
9034,2829840
9035,18615326
9036,64102334
9037,620165
9038,26966674
9039,726766
9040,89052048
9041,58928889
9042,15456559
9043,93864276
9044,464775
9045,2840388
9046,29740734
9047,67639150
9048,65898313
9049,93492390
9050,343423
9051,46495443
9052,13532179
9053,17334393
9054,2820764
9055,476746
9056,27359654
9057,23836580
9058,17923551
9059,643967
9060,2820867
9061,345793
9062,26094672
9063,90544488
9064,47992002
9065,699315
9066,52837890
9067,15448215
9068,88312679
9069,57568258
9070,94685666
9071,19886517
9072,82107768
9073,11151001
9074,89104612
9075,55546116
9076,56443626
9077,63578201
9078,15381493
9079,9915987
9080,62063471
9081,60720805
9082,81853835
9083,52348450
9084,19067613
9085,232480
9086,58481236
9087,88275446
9088,67690441
9089,15724068
9090,28294514
9091,93974691
9092,62514038
9093,9816327
9094,289751
9095,30632530
9096,93099824
9097,62495644
9098,28100582
9099,28040138
9100,23127233
9101,59226513
9102,65482465
9103,30767436
9104,11146594
9105,56375707
9106,18833278
9107,23466
9108,31520752
9109,28485628
9110,57060868
9111,2778419
9112,3861361
9113,32983700
9114,11678119
9115,501708
9116,27313052
9117,31343692
9118,506628
9119,19050080
9120,33306159
9121,33132225
9122,11675897
9123,10863124
9124,30120422
9125,23261532
9126,24487406
9127,53968541
9128,96260727
9129,260692
9130,88060
9131,19896591
9132,373221
9133,26117819
9134,95177621
9135,2755564
9136,55554
9137,23086681
9138,82078074
9139,65234393
9140,20399507
9141,2770424
9142,82954584
9143,32011144
9144,2318414
9145,718615
9146,15135128
9147,414709
9148,81828700
9149,10226
9150,13901771
9151,108194197
9152,53452766
9153,92679339
9154,569024
9155,93776388
9156,496901
9157,24251348
9158,17736229
9159,267270
9160,82059453
9161,63840231
9162,53806094
9163,31060683
9164,11669034
9165,30281367
9166,28006993
9167,13560205
9168,288582
9169,2802988
9170,53076666
9171,81925263
9172,6498263
9173,2802697
9174,9060091
9175,67805962
9176,90769033
9177,28752120
9178,81838239
9179,597296
9180,54229071
9181,95905995
9182,96774614
9183,498948
9184,65794558
9185,27181929
9186,88401355
9187,23250455
9188,60554774
9189,89587637
9190,96206271
9191,18607469
9192,30280
9193,78536970
9194,59806714
9195,347868
9196,631139
9197,107683720
9198,93298274
9199,32340612
9200,2724209
9201,574289
9202,33183829
9203,15611613
9204,82954104
9205,527531
9206,15258728
9207,64112225
9208,19848067
9209,9069256
9210,89763237
9211,29001188
9212,11113075
9213,408785
9214,65991985
9215,179280
9216,58697687
9217,20527490
9218,106167
9219,10985853
9220,52530595
9221,32213445
9222,52730894
9223,88551618
9224,66127067
9225,59298752
9226,531070
9227,54539721
9228,26432612
9229,30049995
9230,95599137
9231,5650426
9232,63607513
9233,84829822
9234,2850252
9235,23224764
9236,92090
9237,22067925
9238,53959476
9239,30573474
9240,2808087
9241,57822521
9242,13765550
9243,9920299
9244,495013
9245,55768149
9246,15716608
9247,64181211
9248,63112194
9249,52411170
9250,94104582
9251,365895
9252,2720988
9253,59587610
9254,13851357
9255,9074420
9256,57878998
9257,15585428
9258,55865122
9259,59397474
9260,19842660
9261,55881028
9262,65162027
9263,31513442
9264,62743370
9265,11131776
9266,367717
9267,88073799
9268,68249651
9269,60616529
9270,12979502
9271,67576928
9272,13326896
9273,82065012
9274,650400
9275,21522654
9276,62580632
9277,580794
9278,89211296
9279,261381
9280,610204
9281,154177
9282,32226991
9283,11543537
9284,621826
9285,13902677
9286,568610
9287,2846041
9288,648634
9289,62277591
9290,21070717
9291,231821
9292,57766422
9293,19025551
9294,2817096
9295,66805224
9296,20509087
9297,26430495
9298,19957894
9299,8816732
9300,53011
9301,60382770
9302,29784067
9303,26562179
9304,52355734
9305,18658783
9306,10954381
9307,1402162
9308,95930810
9309,20416199
9310,61663656
9311,64934033
9312,68261113
9313,67608104
9314,471049
9315,89674905
9316,89137624
9317,107685529
9318,91870669
9319,17904021
9320,19227010
9321,89315935
9322,13252202
9323,53534891
9324,84842313
9325,17951115
9326,19464237
9327,537946
9328,63327368
9329,2865152
9330,22867445
9331,456902
9332,92274497
9333,95642722
9334,63217673
9335,2648315
9336,410339
9337,180939
9338,26471876
9339,648284
9340,67569186
9341,22705228
9342,36345980
9343,18232409
9344,20141565
9345,88376359
9346,31865848
9347,25849884
9348,22046434
9349,22800824
9350,2774487
9351,92679276
9352,61565046
9353,18356741
9354,96749619
9355,330506
9356,6505955
9357,5594945
9358,13370405
9359,26624007
9360,62108964
9361,15269580
9362,77553
9363,11085292
9364,17720752
9365,92789735
9366,66092115
9367,548069
9368,32260902
9369,59317225
9370,17242657
9371,29225215
9372,79774
9373,92897684
9374,2297407
9375,602873
9376,60604600
9377,58156246
9378,219439
9379,15227149
9380,23115382
9381,66924655
9382,59859526
9383,2731502
9384,58157481
9385,53429775
9386,88852452
9387,11552003
9388,93853952
9389,32670331
9390,57060929
9391,2805712
9392,104348
9393,49791088
9394,55521325
9395,93886930
9396,52789632
9397,62514056
9398,5655057
9399,89586339
9400,509657
9401,27710078
9402,497223
9403,26962303
9404,23729112
9405,15459064
9406,97043119
9407,88873661
9408,90008249
9409,24368467
9410,17317
9411,9000886
9412,65225707
9413,89557670
9414,54602341
9415,82094191
9416,95960753
9417,93708097
9418,22975768
9419,67433710
9420,78578801
9421,613597
9422,59012488
9423,65538598
9424,2764854
9425,65125111
9426,57652248
9427,67447936
9428,29990831
9429,88075310
9430,88530918
9431,96063138
9432,369711
9433,21069076
9434,25978304
9435,33219824
9436,261998
9437,27554308
9438,53936518
9439,13760188
9440,78732989
9441,91999109
9442,52356634
9443,223288
9444,554170
9445,236552
9446,13654435
9447,10700963
9448,53977146
9449,58462139
9450,11717681
9451,17968940
9452,684529
9453,9084884
9454,553437
9455,63256264
9456,94689828
9457,17399616
9458,55690273
9459,32999419
9460,93314737
9461,57487235
9462,26190167
9463,435334
9464,32496674
9465,2723998
9466,743834
9467,2116966
9468,19977678
9469,83039715
9470,2201168
9471,27325612
9472,2858504
9473,33031303
9474,426376
9475,52303172
9476,57261967
9477,57521871
9478,785630
9479,348651
9480,5799474
9481,609075
9482,94123755
9483,108650964
9484,267466
9485,65225344
9486,29955979
9487,64022091
9488,587701
9489,10947763
9490,1363900
9491,20576364
9492,13153807
9493,643262
9494,464108
9495,88587243
9496,43557349
9497,108039368
9498,261391
9499,2392467
9500,32041664
9501,88985464
9502,19003827
9503,101779
9504,19216376
9505,163649
9506,15477687
9507,61942021
9508,499709
9509,13464376
9510,96707276
9511,92239415
9512,25994311
9513,2757741
9514,92663491
9515,616586
9516,18045286
9517,423826
9518,48000330
9519,83065812
9520,644712
9521,21155036
9522,2725951
9523,25953811
9524,29503993
9525,28825250
9526,31941785
9527,5714917
9528,175913
9529,5741984
9530,19239837
9531,148314
9532,28902815
9533,15717000
9534,18624173
9535,12979215
9536,163655
9537,32932877
9538,588334
9539,21941
9540,52855646
9541,32448569
9542,6397388
9543,84661283
9544,60302964
9545,516753
9546,15449314
9547,9735526
9548,55962049
9549,11120993
9550,782683
9551,11480201
9552,8824907
9553,7688250
9554,367901
9555,88375287
9556,13226839
9557,240503
9558,675984
9559,32057114
9560,30334690
9561,639094
9562,23028289
9563,92059180
9564,59568185
9565,22131484
9566,63870653
9567,13516691
9568,19014886
9569,30082326
9570,93485765
9571,62523342
9572,93207082
9573,693453
9574,5270603
9575,2747289
9576,58471135
9577,57643995
9578,771536
9579,5656115
9580,93206398
9581,18511844
9582,89299695
9583,5669627
9584,15159417
9585,52346582
9586,54699258
9587,6431178
9588,92738636
9589,477367
9590,34826626
9591,65765453
9592,26631556
9593,29793624
9594,65793155
9595,10911483
9596,61344397
9597,25970484
9598,2761033
9599,29472293
9600,419235
9601,23102280
9602,58101052
9603,17269447
9604,10926379
9605,177785
9606,96218496
9607,60450
9608,108011101
9609,454392
9610,517436
9611,58675017
9612,32018710
9613,582694
9614,23354707
9615,237272
9616,61073155
9617,60313222
9618,9074052
9619,26472174
9620,67116378
9621,32789232
9622,93569468
9623,13324446
9624,55768222
9625,65510195
9626,60824014
9627,640119
9628,713168
9629,66864163
9630,82058843
9631,627136
9632,53986589
9633,88324970
9634,303860
9635,22038811
9636,11490390
9637,96831433
9638,66888940
9639,27436314
9640,55672730
9641,57747320
9642,17741617
9643,90739077
9644,467686
9645,53449
9646,85373340
9647,54726561
9648,108442929
9649,11350500
9650,22817172
9651,55414
9652,54053107
9653,47946769
9654,399882
9655,625466
9656,21291694
9657,610013
9658,63783285
9659,6505140
9660,96694956
9661,422107
9662,94356281
9663,53679314
9664,56137618
9665,84701636
9666,10691244
9667,94234956
9668,2834562
9669,740467
9670,467961
9671,29940479
9672,18224125
9673,30469948
9674,250874
9675,767443
9676,732356
9677,52775222
9678,64478934
9679,30357808
9680,24071277
9681,679416
9682,11430330
9683,81928252
9684,224433
9685,16387
9686,21099314
9687,2175588
9688,89099743
9689,84543295
9690,93600500
9691,24002313
9692,71960
9693,31636875
9694,11140982
9695,289085
9696,59211280
9697,94016937
9698,360679
9699,2776067
9700,29538821
9701,683470
9702,2823182
9703,24877
9704,473079
9705,65462247
9706,53994802
9707,21597548
9708,17250399
9709,13863802
9710,78466987
9711,679589
9712,67700551
9713,550575
9714,88838405
9715,64267316
9716,590677
9717,57318503
9718,639749
9719,616991
9720,15305294
9721,20601319
9722,18292497
9723,360869
9724,2796206
9725,61721668
9726,93675998
9727,205706
9728,15710781
9729,32584748
9730,627557
9731,31052406
9732,453518
9733,24479783
9734,417629
9735,89899690
9736,57576117
9737,17247958
9738,96009926
9739,60817024
9740,644781
9741,11292126
9742,92057094
9743,1951408
9744,88590369
9745,56137748
9746,93653
9747,54578214
9748,17881864
9749,62974172
9750,62844931
9751,21258195
9752,18079783
9753,65461766
9754,632467
9755,65538912
9756,23743164
9757,91528620
9758,32678025
9759,2850716
9760,65054099
9761,344066
9762,2822394
9763,160218
9764,60712000
9765,56905
9766,2804350
9767,33490350
9768,23102227
9769,459907
9770,32268809
9771,631201
9772,13231853
9773,28987011
9774,61674273
9775,65171508
9776,736405
9777,8605963
9778,9442573
9779,9076077
9780,95858276
9781,493966
9782,89160125
9783,643271
9784,18264161
9785,13443031
9786,56049666
9787,5783681
9788,13489502
9789,54512798
9790,59578132
9791,23026771
9792,13677631
9793,408543
9794,95532863
9795,13762864
9796,606235
9797,19339018
9798,19554959
9799,476868
9800,548184
9801,64589447
9802,20373227
9803,64680371
9804,130851
9805,427240
9806,2855082
9807,63368994
9808,24351044
9809,15251451
9810,19984889
9811,65412291
9812,732457
9813,23216881
9814,18621422
9815,36282356
9816,21115605
9817,122172
9818,91527962
9819,32975474
9820,60837132
9821,652964
9822,93712661
9823,61644213
9824,21382613
9825,57756409
9826,68239899
9827,2791273
9828,18615697
9829,65685448
9830,405782
9831,20335879
9832,62513973
9833,2113627
9834,24071668
9835,604502
9836,23595072
9837,46529413
9838,95104075
9839,66673438
9840,19057659
9841,10904241
9842,55496601
9843,18518399
9844,2668938
9845,20997354
9846,64559901
9847,602694
9848,67691429
9849,109003790
9850,62660092
9851,26930753
9852,652617
9853,231725
9854,662829
9855,51395
9856,61909943
9857,17717915
9858,62750875
9859,53719668
9860,649185
9861,78587634
9862,15704654
9863,194126
9864,53219147
9865,7986220
9866,65491841
9867,19023159
9868,19141238
9869,13131953
9870,88124715
9871,2800204
9872,2861235
9873,66789394
9874,2678756
9875,13495338
9876,54345816
9877,83693690
9878,60562447
9879,96044606
9880,436488
9881,94288013
9882,55180370
9883,59343257
9884,502160
9885,23102410
9886,68281013
9887,633970
9888,88265311
9889,11116170
9890,15590850
9891,27919405
9892,54061029
9893,82965509
9894,9148120
9895,63877811
9896,84663085
9897,15702378
9898,282669
9899,316130
9900,25872355
9901,582108
9902,33257806
9903,32090675
9904,9128638
9905,23225210
9906,2824257
9907,95526010
9908,19164669
9909,336530
9910,541457
9911,485287
9912,2761509
9913,61890186
9914,64333413
9915,15528713
9916,27941497
9917,596926
9918,23127394
9919,2885109
9920,17375574
9921,63608547
9922,18995418
9923,18105718
9924,22005622
9925,12966979
9926,65378086
9927,88938326
9928,31800234
9929,19713666
9930,2477995
9931,57586237
9932,66002955
9933,18502383
9934,60393149
9935,13265259
9936,58708435
9937,81906579
9938,15239150
9939,89507169
9940,92115332
9941,67600393
9942,17257382
9943,9081495
9944,55137769
9945,60157964
9946,2859274
9947,589819
9948,30482
9949,94585656
9950,102901
9951,78678809
9952,11463624
9953,2854246
9954,11070520
9955,84965711
9956,28001011
9957,95166381
9958,13901212
9959,108524
9960,54220471
9961,11013566
9962,81863598
9963,28304053
9964,23321200
9965,18212761
9966,23785933
9967,93978348
9968,52911284
9969,94793559
9970,270813
9971,27497715
9972,8832824
9973,29091799
9974,108442618
9975,363176
9976,56074087
9977,621961
9978,409953
9979,431483
9980,58911458
9981,20809520
9982,26256045
9983,95975588
9984,65471621
9985,108682981
9986,55004545
9987,21447791
9988,108985714
9989,67600918
9990,666873
9991,33016649
9992,665034
9993,11294660
9994,596787
9995,13060811
9996,13528824
9997,27496516
9998,9020737
9999,57820394
10000,2764281
10001,183343
10002,414785
10003,702647
10004,84500300
10005,464342
10006,446350
10007,92679344
10008,95062779
10009,83874378
10010,20055975
10011,13264826
10012,95020872
10013,62377073
10014,2763824
10015,19613692
10016,12914605
10017,9812502
10018,58119409
10019,13771765
10020,449608
10021,17647
10022,32990673
10023,89342260
10024,47969690
10025,22031884
10026,72449
10027,29258489
10028,31833765
10029,29267632
10030,22131020
10031,15037339
10032,28508903
10033,48009480
10034,65272408
10035,40798
10036,23313604
10037,95462747
10038,30656143
10039,63960652
10040,68262127
10041,22117453
10042,9058652
10043,92027304
10044,61991907
10045,2679018
10046,11219151
10047,2757148
10048,17510
10049,1891223
10050,251740
10051,21632707
10052,655736
10053,59578126
10054,92608823
10055,19657134
10056,108490057
10057,55672792
10058,9150873
10059,11669355
10060,66027760
10061,402938
10062,32477431
10063,18296785
10064,26109394
10065,29732542
10066,589383
10067,688635
10068,62108757
10069,11121002
10070,33023048
10071,7996407
10072,661463
10073,89503674
10074,694674
10075,734272
10076,11138801
10077,55488532
10078,56279719
10079,19253942
10080,15261540
10081,95789974
10082,469083
10083,58994112
10084,4600929
10085,460208
10086,28177157
10087,90561206
10088,15111250
10089,610090
10090,538792
10091,89506603
10092,5601198
10093,95641453
10094,191506
10095,2818935
10096,98796
10097,482723
10098,326991
10099,31492108
10100,54318954
10101,9923747
10102,8815434
10103,5669249
10104,95633106
10105,579161
10106,23771741
10107,54661167
10108,586598
10109,89305505
10110,712018
10111,277352
10112,53792188
10113,707331
10114,612414
10115,18334937
10116,83668385
10117,89814908
10118,55605383
10119,2672832
10120,530058
10121,90480043
10122,260647
10123,22698248
10124,78560490
10125,2675868
10126,11688983
10127,59729134
10128,353632
10129,30112
10130,33183906
10131,765061
10132,30836185
10133,2705971
10134,93804360
10135,83833683
10136,96029028
10137,90165
10138,95003748
10139,10787097
10140,2147447
10141,26199459
10142,23067323
10143,28142397
10144,11710282
10145,563463
10146,58472348
10147,620133
10148,446020
10149,62844892
10150,57586061
10151,57255122
10152,85296
10153,28186522
10154,13894665
10155,62805984
10156,54717155
10157,327647
10158,94321937
10159,24274028
10160,5273764
10161,451733
10162,92388956
10163,54641746
10164,17362095
10165,10961713
10166,59819
10167,28199457
10168,24060869
10169,53630183
10170,261383
10171,19211346
10172,66612052
10173,88838480
10174,17940565
10175,54539531
10176,15086082
10177,42969960
10178,13573875
10179,96672843
10180,766109
10181,89771866
10182,11742342
10183,32074236
10184,68231294
10185,19971276
10186,9414
10187,20095184
10188,66620509
10189,10744715
10190,21635719
10191,62984160
10192,56624
10193,59289047
10194,26552300
10195,8103919
10196,412732
10197,12981800
10198,20390967
10199,92104226
10200,11082
10201,19668759
10202,419981
10203,83022899
10204,81953760
10205,27718411
10206,29505974
10207,6122417
10208,29590058
10209,107965300
10210,60156324
10211,10778800
10212,54276236
10213,57625
10214,321621
10215,84709216
10216,60097935
10217,88589068
10218,705688
10219,53248743
10220,19588960
10221,2741517
10222,53094704
10223,17450149
10224,89546969
10225,66036423
10226,56926130
10227,89614813
10228,755501
10229,59316725
10230,9092755
10231,29438936
10232,78374210
10233,31840
10234,13152488
10235,593860
10236,19679736
10237,30558773
10238,93820533
10239,84717067
10240,63839773
10241,11539160
10242,96218642
10243,85210005
10244,394504
10245,68770
10246,58645945
10247,538730
10248,28565459
10249,30623289
10250,486653
10251,89505544
10252,66046370
10253,18856713
10254,557352
10255,2766047
10256,66011253
10257,11085166
10258,95416993
10259,13825558
10260,43060
10261,381868
10262,17899349
10263,26198107
10264,9012966
10265,1134200
10266,573908
10267,96191080
10268,192038
10269,27446237
10270,5750969
10271,92393657
10272,78355206
10273,542313
10274,13007753
10275,31366534
10276,13660789
10277,108378031
10278,57286368
10279,17741692
10280,19271964
10281,57576054
10282,194877
10283,13223948
10284,62475101
10285,18598791
10286,11523933
10287,54816344
10288,5667278
10289,15600644
10290,60227827
10291,13676030
10292,2844386
10293,18531848
10294,85360204
10295,2455356
10296,17275871
10297,56368174
10298,404318
10299,96796817
10300,10859006
10301,59262550
10302,2235479
10303,10971161
10304,53014199
10305,23025856
10306,21984297
10307,98063
10308,8594646
10309,89336455
10310,93123888
10311,83017118
10312,31809469
10313,764138
10314,17404390
10315,68234255
10316,450918
10317,18205178
10318,52953183
10319,5609339
10320,82964871
10321,18212739
10322,53623613
10323,15128740
10324,467388
10325,2755449
10326,257345
10327,11071301
10328,19960104
10329,23084184
10330,517942
10331,63256609
10332,15340013
10333,24096779
10334,611985
10335,323441
10336,58939835
10337,92914672
10338,9083173
10339,93672529
10340,62063060
10341,89586301
10342,60790397
10343,514204
10344,62312713
10345,575208
10346,21597595
10347,30301428
10348,332256
10349,350752
10350,109088948
10351,2747424
10352,11295631
10353,2854430
10354,21832853
10355,525857
10356,17752852
10357,20049982
10358,19470742
10359,59298370
10360,90761510
10361,9735279
10362,2846422
10363,13079084
10364,484390
10365,89123807
10366,31053962
10367,32193989
10368,596513
10369,2788657
10370,760189
10371,27249880
10372,660689
10373,15085723
10374,33591
10375,64671110
10376,61919917
10377,15445680
10378,2839103
10379,93336413
10380,18535840
10381,2391500
10382,655978
10383,64022539
10384,67157249
10385,54211640
10386,65538895
10387,62891173
10388,90091078
10389,629053
10390,9941
10391,67364120
10392,2839535
10393,88804157
10394,67457549
10395,8803231
10396,61375
10397,455036
10398,2809342
10399,11727737
10400,18333007
10401,371540
10402,605028
10403,15540246
10404,96503691
10405,66848553
10406,93918985
10407,162882
10408,20738923
10409,550811
10410,83725284
10411,293132
10412,19896707
10413,61980267
10414,89176145
10415,84765172
10416,595499
10417,2743139
10418,33308335
10419,2866487
10420,108643771
10421,32789076
10422,5822966
10423,59806017
10424,67569253
10425,93460331
10426,63368873
10427,88942978
10428,84843207
10429,61941902
10430,91590797
10431,19986
10432,83028113
10433,669177
10434,289112
10435,2680772
10436,21083394
10437,89037809
10438,20934434
10439,9297
10440,19468861
10441,11489416
10442,771631
10443,2718067
10444,60642610
10445,2608351
10446,500457
10447,24087613
10448,20168994
10449,90146641
10450,10913212
10451,84970754
10452,78345455
10453,13336927
10454,108221207
10455,30941578
10456,10690501
10457,64971344
10458,95841485
10459,52980341
10460,51519
10461,32270695
10462,25993172
10463,13328592
10464,20564487
10465,23595234
10466,89563164
10467,33066865
10468,26908716
10469,578772
10470,13128383
10471,62186841
10472,13601968
10473,108256040
10474,18371589
10475,21263239
10476,116992
10477,15658206
10478,654388
10479,28493499
10480,60839149
10481,13575125
10482,18228354
10483,65500976
10484,67415807
10485,20288810
10486,53203305
10487,19564707
10488,339902
10489,62579507
10490,108490470
10491,5644230
10492,58377729
10493,65045023
10494,541784
10495,82954190
10496,89305848
10497,571964
10498,5692129
10499,13229135
10500,3523081
10501,663989
10502,96179360
10503,9907612
10504,59587593
10505,12915635
10506,11524033
10507,63730872
10508,62195610
10509,735637
10510,11025407
10511,62541771
10512,738053
10513,501008
10514,2739000
10515,54714723
10516,5593683
10517,60156984
10518,57295352
10519,21503396
10520,407291
10521,12930935
10522,2777322
10523,595383
10524,467739
10525,374781
10526,13432725
10527,1306063
10528,64296050
10529,464413
10530,768190
10531,36355415
10532,10888785
10533,78335652
10534,62013195
10535,15651315
